"System Name","Body Name","Body Subtype","Is Terraformable","Distance To Arrival","Estimated Scan Value","Estimated Mapping Value","Jumps"
"Ross 167","Ross 167 2","High metal content world","Yes","320","165730","552433","2"
"Ross 167","Ross 167 3","High metal content world","Yes","320","162333","541109","0"
"Ross 167","Ross 167 4","High metal content world","Yes","417","171294","570979","0"
"Ross 167","Ross 167 5","High metal content world","Yes","557","173079","576929","0"
"Wredguia EM-B c27-0","Wredguia EM-B c27-0 B 3","High metal content world","Yes","198315","153655","512183","2"
"Wredguia EM-B c27-0","Wredguia EM-B c27-0 B 4","High metal content world","Yes","198315","156174","520579","0"
"Wredguia EM-B c27-0","Wredguia EM-B c27-0 B 5","High metal content world","Yes","198339","152894","509646","0"
"Wredguia EM-B c27-0","Wredguia EM-B c27-0 B 6","High metal content world","Yes","198394","160747","535823","0"
"HIP 93320","HIP 93320 9","High metal content world","Yes","268","161973","539909","1"
"HIP 93320","HIP 93320 10","Water world","Yes","370","276129","920429","0"
"HIP 93945","HIP 93945 1","Class II gas giant","No","987","30295","100983","1"
"Wredguia UE-F c25-0","Wredguia UE-F c25-0 C 7","Earth-like world","No","15896","268145","893816","1"
"HR 6790","HR 6790 A 5","High metal content world","Yes","3313","165200","550666","1"
"HR 6790","HR 6790 A 6","High metal content world","Yes","3316","163449","544829","0"
"HR 6790","HR 6790 B 3","Water world","No","19088","96585","321949","0"
"HR 6790","HR 6790 B 4","Water world","No","19749","98064","326879","0"
"HIP 89760","HIP 89760 1","Metal-rich body","No","53","33472","111573","1"
"HIP 92473","HIP 92473 2","Metal-rich body","No","44","38273","127576","1"
"HIP 92473","HIP 92473 9","High metal content world","Yes","794","181575","605249","0"
"HIP 92473","HIP 92473 8","High metal content world","Yes","796","189745","632483","0"
"HIP 94335","HIP 94335 1","Metal-rich body","No","19","34162","113873","2"
"HIP 94335","HIP 94335 2","Metal-rich body","No","35","34187","113956","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 A 6","High metal content world","Yes","435","161765","539216","3"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 A 7","High metal content world","Yes","558","166032","553439","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 A 8","High metal content world","Yes","561","163030","543433","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 A 9","High metal content world","Yes","819","165230","550766","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 B 5","High metal content world","Yes","6090","153857","512856","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 B 4","High metal content world","Yes","6166","160779","535929","0"
"Wredguia CW-C c26-0","Wredguia CW-C c26-0 B 6","High metal content world","Yes","6699","151525","505083","0"
"HIP 103067","HIP 103067 A 6","High metal content world","Yes","454","169336","564453","2"
"HIP 103067","HIP 103067 A 7","Water world","Yes","667","263726","879086","0"
"HR 8072","HR 8072 4","High metal content world","Yes","2067","175593","585309","1"
"HR 8072","HR 8072 5","High metal content world","Yes","3578","167504","558346","0"
"HIP 106745","HIP 106745 A 5","High metal content world","Yes","1311","177758","592526","2"
"HIP 106745","HIP 106745 A 6","Water world","No","1821","114946","383153","0"
"Col 285 Sector CC-L c8-0","Col 285 Sector CC-L c8-0 8","Water world","Yes","343","274519","915063","2"
"HIP 111826","HIP 111826 2","Water world","No","581","119868","399559","1"
"HIP 109418","HIP 109418 AB 3","Water world","Yes","2860","289304","964346","2"
"HIP 104960","HIP 104960 9","Water world","No","2317","117954","393179","2"
"HIP 104960","HIP 104960 10","Water world","No","3347","124807","416023","0"
"Synuefai FK-G c27-0","Synuefai FK-G c27-0 2","High metal content world","Yes","300","156339","521129","1"
"Synuefai GF-G c27-0","Synuefai GF-G c27-0 1","Metal-rich body","No","13","32745","109149","1"
"HIP 105517","HIP 105517 3","High metal content world","Yes","862","167354","557846","1"
"HIP 105517","HIP 105517 4","High metal content world","Yes","1530","163751","545836","0"
"Synuefai OR-C c29-0","Synuefai OR-C c29-0 A 1","Water world","Yes","277","256781","855936","1"
"Col 359 Sector VX-T c3-0","Col 359 Sector VX-T c3-0 2","Class II gas giant","No","1555","30475","101583","2"
"WASP-2","WASP-2 3","Ammonia world","No","770","155338","517793","1"
"HIP 97188","HIP 97188 5","High metal content world","Yes","1443","175950","586499","2"
"HIP 97188","HIP 97188 10","Ammonia world","No","5917","231064","770213","0"
"Iota Aquilae","Iota Aquilae A 1","Metal-rich body","No","209","38728","129093","1"
"HIP 95433","HIP 95433 C 1","Metal-rich body","No","197209","31375","104583","1"
"HIP 96197","HIP 96197 2","High metal content world","Yes","622","152823","509409","1"
"HIP 96197","HIP 96197 3","High metal content world","Yes","942","152657","508856","0"
"HIP 93920","HIP 93920 3 a","Water world","No","1941","96554","321846","2"
"HIP 93920","HIP 93920 6","Water world","No","3285","129457","431523","0"
"HR 6883","HR 6883 AB 5","Water world","No","4370","122444","408146","2"
"HR 6883","HR 6883 AB 4 c","Earth-like world","No","4538","259754","865846","0"
"HR 6883","HR 6883 AB 4 b","Rocky body","Yes","4556","130441","434803","0"
"HIP 91908","HIP 91908 D 1","Water world","No","106043","100083","333609","2"
"HIP 89015","HIP 89015 3","Earth-like world","No","1746","299475","998249","2"
"HIP 85418","HIP 85418 1","Metal-rich body","No","62","37139","123796","2"
"HD 252197","HD 252197 A 2","High metal content world","Yes","253","177592","591973","2"
"HD 252197","HD 252197 A 3","High metal content world","Yes","359","173319","577729","0"
"Col 359 Sector BZ-P c6-0","Col 359 Sector BZ-P c6-0 2","Water world","No","709","99000","329999","1"
"HIP 85768","HIP 85768 A 4","High metal content world","Yes","565","154421","514736","1"
"HIP 85768","HIP 85768 A 5","High metal content world","Yes","708","154274","514246","0"
"HIP 85768","HIP 85768 A 10","Class II gas giant","No","10161","30346","101153","0"
"Ophiuchus Dark Region B Sector DQ-Y c0","Ophiuchus Dark Region B Sector DQ-Y c0 A 1","Metal-rich body","No","10","33789","112629","2"
"HIP 79364","HIP 79364 5","High metal content world","Yes","1757","188064","626879","2"
"HIP 79364","HIP 79364 6","High metal content world","Yes","2549","191196","637319","0"
"HIP 77537","HIP 77537 A 5","High metal content world","Yes","485","164953","549843","1"
"HIP 77537","HIP 77537 A 6","Water world","Yes","634","260201","867336","0"
"42 Librae","42 Librae A 1","Metal-rich body","No","289","31344","104479","1"
"42 Librae","42 Librae B 7","Water world","Yes","11141","257995","859983","0"
"42 Librae","42 Librae B 5","High metal content world","Yes","11171","153948","513159","0"
"42 Librae","42 Librae B 4","High metal content world","Yes","11173","157465","524883","0"
"42 Librae","42 Librae B 6","Water world","Yes","11185","257168","857226","0"
"42 Librae","42 Librae B 3","High metal content world","Yes","11291","156929","523096","0"
"42 Librae","42 Librae B 8","High metal content world","Yes","11315","172847","576156","0"
"Praea Euq FR-V c2-0","Praea Euq FR-V c2-0 3","High metal content world","Yes","227","160353","534509","1"
"Praea Euq FR-V c2-0","Praea Euq FR-V c2-0 4","High metal content world","Yes","317","165966","553219","0"
"Praea Euq FR-V c2-0","Praea Euq FR-V c2-0 7","Ammonia world","No","778","153878","512926","0"
"Col 359 Sector MG-U c4-0","Col 359 Sector MG-U c4-0 A 1","Water world","Yes","743","265270","884233","2"
"Col 359 Sector MG-U c4-0","Col 359 Sector MG-U c4-0 B 4","High metal content world","Yes","8342","157440","524799","0"
"Col 359 Sector MG-U c4-0","Col 359 Sector MG-U c4-0 B 5","High metal content world","Yes","8342","157023","523409","0"
"Col 359 Sector MG-U c4-0","Col 359 Sector MG-U c4-0 B 6","High metal content world","Yes","8547","163314","544379","0"
"Col 359 Sector MG-U c4-0","Col 359 Sector MG-U c4-0 B 7","High metal content world","Yes","8589","162427","541423","0"
"Praea Euq SO-Z c0","Praea Euq SO-Z c0 A 1","Metal-rich body","No","7","31809","106029","2"
"HIP 74800","HIP 74800 A 5","High metal content world","Yes","2065","191683","638943","2"
"HIP 74800","HIP 74800 A 6","Water world","Yes","2727","292300","974333","0"
"HIP 74800","HIP 74800 A 7","Water world","No","3489","104603","348676","0"
"HIP 72871","HIP 72871 1","Metal-rich body","No","54","35027","116756","2"
"HIP 72871","HIP 72871 5","Water world","No","3735","117476","391586","0"
"HIP 72548","HIP 72548 1","Metal-rich body","No","19","34854","116179","1"
"HIP 72548","HIP 72548 3","Metal-rich body","No","58","33429","111429","0"
"HIP 70050","HIP 70050 C 6","Water world","Yes","44054","289194","963979","2"
"HIP 70050","HIP 70050 C 1","Metal-rich body","No","44492","31824","106079","0"
"HIP 70050","HIP 70050 C 8","Water world","Yes","45381","289660","965533","0"
"HIP 71776","HIP 71776 ABC 1","Water world","Yes","1017","266497","888323","2"
"HIP 73061","HIP 73061 A 1","Metal-rich body","No","14","34206","114019","1"
"HIP 79296","HIP 79296 7","High metal content world","Yes","545","183559","611863","2"
"HIP 79296","HIP 79296 8","Water world","Yes","783","299050","996833","0"
"HIP 82289","HIP 82289 4","High metal content world","Yes","990","169863","566209","1"
"HIP 79170","HIP 79170 2","Ammonia world","No","660","137261","457536","1"
"HIP 76804","HIP 76804 B 3","Earth-like world","No","5928","276460","921533","1"
"HIP 76804","HIP 76804 B 4","High metal content world","Yes","5928","174593","581976","0"
"HIP 76804","HIP 76804 B 2","Water world","Yes","6374","300113","1000376","0"
"HIP 76804","HIP 76804 B 1","High metal content world","Yes","6467","163415","544716","0"
"HIP 76804","HIP 76804 B 5","Water world","No","6801","97332","324439","0"
"Col 285 Sector ZW-Z c14-0","Col 285 Sector ZW-Z c14-0 A 1","Metal-rich body","No","10","34462","114873","2"
"Col 285 Sector ZW-Z c14-0","Col 285 Sector ZW-Z c14-0 A 2","Metal-rich body","No","17","32834","109446","0"
"Col 285 Sector ZW-Z c14-0","Col 285 Sector ZW-Z c14-0 B 1","Metal-rich body","No","20135","31317","104389","0"
"Col 285 Sector YW-Z c14-0","Col 285 Sector YW-Z c14-0 A 8","Class II gas giant","No","2123","30395","101316","1"
"Col 359 Sector RH-S c5-0","Col 359 Sector RH-S c5-0 1","Metal-rich body","No","15","30302","101006","2"
"Col 359 Sector RH-S c5-0","Col 359 Sector RH-S c5-0 5","Class II gas giant","No","987","30301","101003","0"
"Col 359 Sector VX-R c5-0","Col 359 Sector VX-R c5-0 6","Water world","No","306","94780","315933","1"
"Col 359 Sector UX-R c5-0","Col 359 Sector UX-R c5-0 1","High metal content world","Yes","260","153940","513133","1"
"Col 359 Sector UX-R c5-0","Col 359 Sector UX-R c5-0 2","High metal content world","Yes","261","152386","507953","0"
"Col 359 Sector UX-R c5-0","Col 359 Sector UX-R c5-0 3","High metal content world","Yes","355","150965","503216","0"
"Col 359 Sector UX-R c5-0","Col 359 Sector UX-R c5-0 4","Water world","Yes","429","250021","833403","0"
"Col 359 Sector UX-R c5-0","Col 359 Sector UX-R c5-0 5","High metal content world","Yes","429","151279","504263","0"
"HIP 84007","HIP 84007 1","Metal-rich body","No","8","34502","115006","2"
"HIP 84007","HIP 84007 2","Metal-rich body","No","16","33881","112936","0"
"HIP 84761","HIP 84761 1","High metal content world","Yes","461","175800","585999","1"
"HIP 84761","HIP 84761 1 a","Rocky body","Yes","461","128839","429463","0"
"HIP 84761","HIP 84761 2","High metal content world","Yes","846","165496","551653","0"
"HIP 84761","HIP 84761 5","Ammonia world","No","2733","150014","500046","0"
"Col 285 Sector HT-X c15-0","Col 285 Sector HT-X c15-0 B 1","High metal content world","Yes","8176","148062","493539","1"
"Col 285 Sector EI-Z c14-0","Col 285 Sector EI-Z c14-0 A 5","Water world","No","199","102657","342189","2"
"Col 285 Sector DS-A c14-0","Col 285 Sector DS-A c14-0 1","Metal-rich body","No","8","34355","114516","2"
"Col 285 Sector DS-A c14-0","Col 285 Sector DS-A c14-0 2","Metal-rich body","No","14","34092","113639","0"
"HR 6890","HR 6890 B 2","High metal content world","Yes","8712","150318","501059","2"
"HIP 94521","HIP 94521 3","High metal content world","Yes","2119","177712","592373","1"
"HIP 97908","HIP 97908 1","Water world","No","1136","111707","372356","3"
"HIP 98406","HIP 98406 6","Water world","Yes","2404","277476","924919","2"
"HIP 102627","HIP 102627 A 1","Metal-rich body","No","84","35990","119966","2"
"HIP 102627","HIP 102627 A 3","Metal-rich body","No","104","34355","114516","0"
"HIP 101710","HIP 101710 5","High metal content world","Yes","1335","185934","619779","1"
"HIP 101710","HIP 101710 6","Water world","Yes","1871","281925","939749","0"
"HIP 99743","HIP 99743 3","High metal content world","Yes","790","175833","586109","1"
"HIP 99743","HIP 99743 4","High metal content world","Yes","1126","184998","616659","0"
"HIP 99743","HIP 99743 4 a","Rocky body","Yes","1128","128475","428249","0"
"HIP 102455","HIP 102455 2","High metal content world","Yes","1118","178452","594839","3"
"HIP 102455","HIP 102455 7","Ammonia world","No","3480","181284","604279","0"
"HIP 105301","HIP 105301 A 1","Metal-rich body","No","13","35863","119543","2"
"HIP 109349","HIP 109349 ABC 5","High metal content world","Yes","2721","173749","579163","2"
"HIP 109349","HIP 109349 ABC 4","High metal content world","Yes","2726","175483","584943","0"
"HIP 109349","HIP 109349 ABC 6","High metal content world","Yes","3260","175318","584393","0"
"Synuefai TW-D c28-0","Synuefai TW-D c28-0 A 1","Metal-rich body","No","22","32044","106813","2"
"HIP 108644","HIP 108644 1","Metal-rich body","No","23","35268","117559","1"
"138 G. Aquarii","138 G. Aquarii 1","Metal-rich body","No","251","31741","105803","2"
"HR 8751","HR 8751 AB 4","Water world","No","5564","108790","362633","2"
"HR 8751","HR 8751 AB 5","Water world","No","8014","109057","363523","0"
"Synuefai IU-I c25-0","Synuefai IU-I c25-0 A 1","Ammonia world","No","1541","161995","539983","2"
"HIP 112099","HIP 112099 6","High metal content world","Yes","1877","179902","599673","2"
"HIP 112099","HIP 112099 7","High metal content world","Yes","2327","187697","625656","0"
"HIP 112099","HIP 112099 8","Water world","No","3114","112848","376159","0"
"HIP 114618","HIP 114618 8","High metal content world","Yes","852","171895","572983","2"
"Synuefai ET-K c24-0","Synuefai ET-K c24-0 A 1","High metal content world","Yes","344","171470","571566","2"
"Synuefai ET-K c24-0","Synuefai ET-K c24-0 A 4","Water world","No","818","98242","327473","0"
"HIP 116198","HIP 116198 A 3","High metal content world","Yes","1438","183613","612043","1"
"HIP 116198","HIP 116198 A 4","High metal content world","Yes","2074","181234","604113","0"
"HIP 116198","HIP 116198 A 5","Earth-like world","No","2779","299205","997349","0"
"HIP 116198","HIP 116198 A 5 a","Rocky body","Yes","2782","131488","438293","0"
"HIP 116198","HIP 116198 D 4","Water world","Yes","161812","273255","910849","0"
"HIP 116198","HIP 116198 D 3","Water world","Yes","161815","275520","918399","0"
"HIP 116198","HIP 116198 D 2","High metal content world","Yes","161876","155734","519113","0"
"HIP 116198","HIP 116198 D 7","Water world","No","161992","92574","308579","0"
"HIP 116198","HIP 116198 D 5","Water world","No","162016","93162","310539","0"
"HIP 117704","HIP 117704 A 2 a","Rocky body","Yes","1398","134284","447613","2"
"HIP 117704","HIP 117704 A 2","High metal content world","Yes","1399","192205","640683","0"
"HIP 117704","HIP 117704 A 3","High metal content world","Yes","1734","187621","625403","0"
"HIP 1767","HIP 1767 1","Metal-rich body","No","10","34344","114479","2"
"HIP 3384","HIP 3384 A 4","High metal content world","Yes","902","155513","518376","1"
"HIP 3384","HIP 3384 A 5","High metal content world","Yes","1122","148380","494599","0"
"HIP 3384","HIP 3384 A 7","High metal content world","Yes","1622","150935","503116","0"
"HIP 3384","HIP 3384 A 6","High metal content world","Yes","1623","152235","507449","0"
"HIP 6513","HIP 6513 BC 4","High metal content world","Yes","160219","181762","605873","2"
"HIP 8080","HIP 8080 B 6","High metal content world","Yes","22188","155480","518266","2"
"HIP 8080","HIP 8080 B 3","Water world","Yes","22273","251723","839076","0"
"HIP 8080","HIP 8080 B 4","Water world","Yes","22280","252185","840616","0"
"HIP 8080","HIP 8080 B 5","High metal content world","Yes","22280","151512","505039","0"
"HIP 8254","HIP 8254 2","Water world","No","970","97611","325369","1"
"HIP 8254","HIP 8254 3","Water world","No","1680","110675","368916","0"
"HIP 8342","HIP 8342 A 4","High metal content world","Yes","794","170013","566709","1"
"HIP 8342","HIP 8342 A 5","High metal content world","Yes","1084","164504","548346","0"
"Synuefe EM-V c18-0","Synuefe EM-V c18-0 4","Ammonia world","No","1537","147231","490769","2"
"HIP 13482","HIP 13482 2","High metal content world","Yes","2261","193149","643829","1"
"HIP 13830","HIP 13830 3","Water world","No","2237","116043","386809","1"
"HIP 15927","HIP 15927 B 2","High metal content world","Yes","11170","167386","557953","2"
"HIP 15927","HIP 15927 B 1","High metal content world","Yes","11421","174358","581193","0"
"HIP 15927","HIP 15927 B 3","Water world","Yes","11454","283603","945343","0"
"HIP 15927","HIP 15927 B 6","Water world","No","11974","98490","328299","0"
"HIP 16501","HIP 16501 3","Metal-rich body","No","55","33460","111533","2"
"HIP 18021","HIP 18021 7","High metal content world","Yes","862","187687","625623","1"
"HIP 18021","HIP 18021 9","High metal content world","Yes","1407","179342","597806","0"
"Synuefe EG-X c17-0","Synuefe EG-X c17-0 AB 1","Class II gas giant","No","16164","31044","103479","1"
"Synuefe AK-A c16-0","Synuefe AK-A c16-0 A 1","Water world","Yes","221","257597","858656","2"
"HR 957","HR 957 A 1","Metal-rich body","No","246","31896","106319","2"
"HIP 13445","HIP 13445 7","Water world","No","656","101323","337743","2"
"HIP 12947","HIP 12947 4","Water world","No","2957","108040","360133","1"
"HIP 13784","HIP 13784 C 4","High metal content world","Yes","15659","159316","531053","1"
"HIP 13784","HIP 13784 C 2","High metal content world","Yes","15731","158560","528533","0"
"HIP 13784","HIP 13784 C 3","High metal content world","Yes","15770","152151","507169","0"
"HIP 13857","HIP 13857 A 1","Metal-rich body","No","22","34903","116343","1"
"HIP 13857","HIP 13857 A 2","Metal-rich body","No","69","35990","119966","0"
"Synuefe TJ-R c20-0","Synuefe TJ-R c20-0 1","High metal content world","Yes","333","170331","567769","2"
"Synuefe TJ-R c20-0","Synuefe TJ-R c20-0 2","High metal content world","Yes","465","164706","549019","0"
"Synuefe TJ-R c20-0","Synuefe TJ-R c20-0 3","Water world","No","620","95590","318633","0"
"HIP 10150","HIP 10150 4","High metal content world","Yes","709","177061","590203","2"
"HIP 11378","HIP 11378 1","High metal content world","Yes","318","166659","555529","2"
"HIP 11378","HIP 11378 2","High metal content world","Yes","318","164781","549269","0"
"HIP 11378","HIP 11378 3","High metal content world","Yes","479","175198","583993","0"
"HIP 13067","HIP 13067 A 8","High metal content world","Yes","1013","174104","580346","1"
"HIP 15734","HIP 15734 A 1","High metal content world","Yes","375","179298","597659","1"
"HIP 15734","HIP 15734 A 1 a","Rocky body","Yes","375","127601","425336","0"
"HIP 15734","HIP 15734 A 2","Water world","Yes","628","300549","1001829","0"
"HIP 12126","HIP 12126 B 2","High metal content world","Yes","5949","168487","561623","2"
"HIP 12126","HIP 12126 B 3","High metal content world","Yes","5949","161262","537539","0"
"HIP 12126","HIP 12126 B 4","High metal content world","Yes","6037","160415","534716","0"
"HIP 8599","HIP 8599 C 1","Metal-rich body","No","127266","33968","113226","2"
"HIP 5382","HIP 5382 A 7","High metal content world","Yes","733","175223","584076","2"
"HIP 5382","HIP 5382 A 8","High metal content world","Yes","739","177176","590586","0"
"HIP 5382","HIP 5382 A 9","High metal content world","Yes","1074","171986","573286","0"
"HIP 5382","HIP 5382 B 5","High metal content world","Yes","63427","188709","629029","0"
"HIP 604","HIP 604 1","Water world","Yes","1023","296545","988483","2"
"HIP 604","HIP 604 1 a","Rocky body","Yes","1024","131531","438436","0"
"Synuefai LE-S c20-0","Synuefai LE-S c20-0 1","High metal content world","Yes","401","151223","504076","3"
"Synuefai LE-S c20-0","Synuefai LE-S c20-0 2","Water world","Yes","522","262104","873679","0"
"HIP 1760","HIP 1760 4","High metal content world","Yes","1361","182143","607143","2"
"HIP 1760","HIP 1760 5","Water world","Yes","1923","303564","1011879","0"
"HIP 2341","HIP 2341 1","High metal content world","Yes","734","183873","612909","1"
"HIP 2341","HIP 2341 2","High metal content world","Yes","1043","181925","606416","0"
"HIP 2341","HIP 2341 3","Water world","No","1284","107649","358829","0"
"Synuefai FO-S c20-0","Synuefai FO-S c20-0 AB 1","Class II gas giant","No","2008","30527","101756","1"
"Synuefai JU-Q c21-0","Synuefai JU-Q c21-0 A 4","High metal content world","Yes","373","158324","527746","1"
"Synuefai JU-Q c21-0","Synuefai JU-Q c21-0 A 5","High metal content world","Yes","510","159164","530546","0"
"Synuefai JU-Q c21-0","Synuefai JU-Q c21-0 A 6","High metal content world","Yes","663","157470","524899","0"
"Synuefai IU-Q c21-0","Synuefai IU-Q c21-0 AB 4","High metal content world","Yes","356","172595","575316","1"
"Synuefai IU-Q c21-0","Synuefai IU-Q c21-0 AB 5","High metal content world","Yes","482","161697","538989","0"
"HIP 117942","HIP 117942 2","High metal content world","Yes","954","174493","581643","1"
"HIP 117942","HIP 117942 5","Ammonia world","No","2364","201758","672526","0"
"Synuefai DO-S c20-0","Synuefai DO-S c20-0 1","Class II gas giant","No","1204","30187","100623","1"
"HIP 3824","HIP 3824 6","High metal content world","Yes","1712","185141","617136","2"
"HIP 3824","HIP 3824 7","High metal content world","Yes","2385","187297","624323","0"
"HIP 3824","HIP 3824 8","Water world","No","2939","106633","355443","0"
"Synuefai CI-U c19-0","Synuefai CI-U c19-0 6","High metal content world","Yes","169","165614","552046","2"
"Synuefai CI-U c19-0","Synuefai CI-U c19-0 7","Water world","No","247","96755","322516","0"
"Synuefai DD-U c19-0","Synuefai DD-U c19-0 B 1","Water world","No","46729","116999","389996","1"
"Synuefai YW-V c18-0","Synuefai YW-V c18-0 B 4","Water world","No","14558","95114","317046","2"
"Synuefai YW-V c18-0","Synuefai YW-V c18-0 B 5","Water world","No","14558","94296","314319","0"
"HIP 5994","HIP 5994 A 11","Water world","No","2790","106123","353743","2"
"HIP 7775","HIP 7775 1","Metal-rich body","No","165","32638","108793","2"
"HIP 10030","HIP 10030 1","Metal-rich body","No","17","34262","114206","1"
"HIP 11436","HIP 11436 1","Metal-rich body","No","72","34843","116143","1"
"HIP 8475","HIP 8475 AB 13","Water world","No","5692","140403","468009","2"
"HIP 7550","HIP 7550 1","Metal-rich body","No","85","35516","118386","1"
"Synuefai XB-W c18-0","Synuefai XB-W c18-0 1","High metal content world","Yes","370","149997","499989","1"
"Synuefai XB-W c18-0","Synuefai XB-W c18-0 2","High metal content world","Yes","503","151918","506393","0"
"HR 272","HR 272 CD 1","Water world","No","14673","99752","332506","1"
"HR 272","HR 272 CD 2","Water world","No","14835","116296","387653","0"
"HIP 3621","HIP 3621 1","Metal-rich body","No","23","34629","115429","1"
"OP Andromedae","OP Andromedae 4","High metal content world","Yes","4315","149496","498319","2"
"HIP 10139","HIP 10139 B 6","High metal content world","Yes","4121","150483","501609","2"
"HIP 16973","HIP 16973 2","Metal-rich body","No","39","34523","115076","3"
"HIP 17193","HIP 17193 D 2","High metal content world","Yes","147736","150430","501433","2"
"HIP 17193","HIP 17193 D 3","Water world","Yes","148077","253720","845733","0"
"HIP 16874","HIP 16874 1","Metal-rich body","No","66","33661","112203","2"
"HIP 16874","HIP 16874 9","High metal content world","Yes","1398","188280","627599","0"
"HR 885","HR 885 6","High metal content world","Yes","5514","182032","606773","2"
"HIP 13521","HIP 13521 2","Water world","No","2302","101159","337196","1"
"HIP 15399","HIP 15399 AB 5 c","Rocky body","Yes","3391","127282","424273","1"
"HIP 13640","HIP 13640 1","Metal-rich body","No","75","36438","121459","1"
"HIP 13640","HIP 13640 2","Metal-rich body","No","125","37256","124186","0"
"HIP 13640","HIP 13640 3","Metal-rich body","No","128","34954","116513","0"
"HIP 13640","HIP 13640 4","Metal-rich body","No","129","33108","110359","0"
"HIP 13640","HIP 13640 9 a","Water world","No","2563","101266","337553","0"
"HIP 13640","HIP 13640 11","Water world","No","3865","127853","426176","0"
"HIP 14467","HIP 14467 1","Metal-rich body","No","60","39864","132879","2"
"HIP 14467","HIP 14467 3","Class II gas giant","No","11946","31338","104459","0"
"HIP 12096","HIP 12096 B 2","High metal content world","Yes","23645","175661","585536","2"
"HIP 12096","HIP 12096 B 1","High metal content world","Yes","24252","165332","551106","0"
"HIP 14264","HIP 14264 1","Metal-rich body","No","124","30655","102183","2"
"HIP 11520","HIP 11520 5","Water world","No","4270","110352","367839","1"
"HIP 9927","HIP 9927 3","High metal content world","Yes","609","158283","527609","2"
"HIP 9927","HIP 9927 4","High metal content world","Yes","869","163579","545263","0"
"Wredguia TH-U c16-0","Wredguia TH-U c16-0 1","Metal-rich body","No","7","32282","107606","1"
"HIP 8794","HIP 8794 2","High metal content world","Yes","792","183881","612936","1"
"Wredguia WI-R c18-0","Wredguia WI-R c18-0 8","Water world","No","200","98280","327599","2"
"Wredguia TX-S c17-0","Wredguia TX-S c17-0 6","High metal content world","Yes","102","167664","558879","1"
"Wredguia TX-S c17-0","Wredguia TX-S c17-0 7","Water world","No","177","97630","325433","0"
"Wredguia UY-P c19-0","Wredguia UY-P c19-0 1","High metal content world","Yes","352","177490","591633","2"
"Wredguia UY-P c19-0","Wredguia UY-P c19-0 2","High metal content world","Yes","542","167156","557186","0"
"HIP 32948","HIP 32948 B 1","Class II gas giant","No","28054","30244","100813","2"
"HIP 4055","HIP 4055 1","Class II gas giant","No","4631","30091","100303","2"
"HR 286","HR 286 D 7","High metal content world","Yes","72304","162028","540093","1"
"HIP 19458","HIP 19458 1","Metal-rich body","No","21","34180","113933","3"
"HIP 20753","HIP 20753 1","Metal-rich body","No","31","34782","115939","2"
"HIP 20753","HIP 20753 2","Metal-rich body","No","55","35590","118633","0"
"HIP 19631","HIP 19631 7","High metal content world","Yes","681","150758","502526","1"
"HIP 19631","HIP 19631 8","High metal content world","Yes","683","149240","497466","0"
"HIP 21741","HIP 21741 B 1","High metal content world","Yes","281639","168010","560033","2"
"HIP 21741","HIP 21741 B 2","High metal content world","Yes","281641","165362","551206","0"
"HIP 21741","HIP 21741 B 3","Water world","No","282625","110883","369609","0"
"HIP 19219","HIP 19219 5","High metal content world","Yes","545","179360","597866","1"
"HIP 19219","HIP 19219 6","High metal content world","Yes","716","180099","600329","0"
"HIP 17326","HIP 17326 A 6","High metal content world","Yes","511","155796","519319","1"
"HIP 17326","HIP 17326 A 7","High metal content world","Yes","904","176540","588466","0"
"HIP 17326","HIP 17326 B 3","High metal content world","Yes","6065","150565","501883","0"
"HIP 17326","HIP 17326 B 2","High metal content world","Yes","6351","153183","510609","0"
"HIP 17326","HIP 17326 B 4","Water world","Yes","6640","261976","873253","0"
"Wolf 161","Wolf 161 A 11","Class II gas giant","No","1814","30095","100316","1"
"58 Andromedae","58 Andromedae A 8","High metal content world","Yes","3439","183439","611463","1"
"58 Andromedae","58 Andromedae B 3","High metal content world","Yes","26019","171677","572256","0"
"58 Andromedae","58 Andromedae B 2","High metal content world","Yes","27129","179650","598833","0"
"58 Andromedae","58 Andromedae B 4","Water world","No","28447","106525","355083","0"
"58 Andromedae","58 Andromedae B 4 a","Rocky body","Yes","28447","129157","430523","0"
"HIP 11797","HIP 11797 4","High metal content world","Yes","974","174844","582813","2"
"HIP 11797","HIP 11797 5","High metal content world","Yes","1400","190087","633623","0"
"27 Arietis","27 Arietis 6","High metal content world","Yes","1759","183601","612003","1"
"27 Arietis","27 Arietis 7","High metal content world","Yes","2642","190937","636456","0"
"HIP 11338","HIP 11338 3","Class II gas giant","No","3230","31594","105313","1"
"HIP 10419","HIP 10419 A 1","Metal-rich body","No","36","30440","101466","1"
"HIP 10419","HIP 10419 A 7","High metal content world","Yes","547","177016","590053","0"
"Col 285 Sector DQ-P c5-0","Col 285 Sector DQ-P c5-0 A 1","High metal content world","Yes","104","148564","495213","1"
"Col 285 Sector DQ-P c5-0","Col 285 Sector DQ-P c5-0 B 1","High metal content world","Yes","7475","152436","508119","0"
